"No.","Time","Source","Destination","Protocol","Length","Info"
"53140","2016-10-08 00:10:26.164765","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13846 Ack=13318 Win=3072 Len=1"
"53147","2016-10-08 00:10:29.173603","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"53150","2016-10-08 00:10:29.393636","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=13916 Ack=13387 Win=3072 Len=0"
"53187","2016-10-08 00:10:34.399243","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"53230","2016-10-08 00:10:39.379590","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13915 Ack=13387 Win=3072 Len=1"
"53287","2016-10-08 00:10:49.581812","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13915 Ack=13387 Win=3072 Len=1"
"53328","2016-10-08 00:10:59.783988","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13915 Ack=13387 Win=3072 Len=1"
"53349","2016-10-08 00:11:05.009276","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"53378","2016-10-08 00:11:09.986437","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13915 Ack=13387 Win=3072 Len=1"
"53379","2016-10-08 00:11:10.198311","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"53384","2016-10-08 00:11:10.416286","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=13985 Ack=13456 Win=3072 Len=0"
"53435","2016-10-08 00:11:20.402425","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13984 Ack=13456 Win=3072 Len=1"
"53571","2016-10-08 00:11:30.604958","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13984 Ack=13456 Win=3072 Len=1"
"53607","2016-10-08 00:11:35.829234","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"53636","2016-10-08 00:11:40.807744","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13984 Ack=13456 Win=3072 Len=1"
"53685","2016-10-08 00:11:51.010333","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13984 Ack=13456 Win=3072 Len=1"
"53844","2016-10-08 00:12:01.213921","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=13984 Ack=13456 Win=3072 Len=1"
"53874","2016-10-08 00:12:06.439267","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"53893","2016-10-08 00:12:09.118994","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"53896","2016-10-08 00:12:09.399822","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14054 Ack=13525 Win=3072 Len=0"
"53948","2016-10-08 00:12:19.386304","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14053 Ack=13525 Win=3072 Len=1"
"53995","2016-10-08 00:12:29.589188","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14053 Ack=13525 Win=3072 Len=1"
"54020","2016-10-08 00:12:34.809270","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"54076","2016-10-08 00:12:39.791879","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14053 Ack=13525 Win=3072 Len=1"
"54198","2016-10-08 00:12:49.995219","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14053 Ack=13525 Win=3072 Len=1"
"54240","2016-10-08 00:13:00.197860","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14053 Ack=13525 Win=3072 Len=1"
"54264","2016-10-08 00:13:05.419258","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"54283","2016-10-08 00:13:08.040611","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"54286","2016-10-08 00:13:08.258105","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14123 Ack=13594 Win=3072 Len=0"
"54329","2016-10-08 00:13:18.244443","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14122 Ack=13594 Win=3072 Len=1"
"54366","2016-10-08 00:13:28.446975","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14122 Ack=13594 Win=3072 Len=1"
"54452","2016-10-08 00:13:33.669271","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"54486","2016-10-08 00:13:38.649485","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14122 Ack=13594 Win=3072 Len=1"
"54492","2016-10-08 00:13:39.511866","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"54495","2016-10-08 00:13:39.729479","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14192 Ack=13663 Win=3072 Len=0"
"54517","2016-10-08 00:13:46.023246","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"54519","2016-10-08 00:13:46.247692","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14277 Ack=13732 Win=3072 Len=0"
"54584","2016-10-08 00:13:56.234107","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14276 Ack=13732 Win=3072 Len=1"
"54601","2016-10-08 00:14:01.459212","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"54618","2016-10-08 00:14:06.436844","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14276 Ack=13732 Win=3072 Len=1"
"54663","2016-10-08 00:14:16.639655","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14276 Ack=13732 Win=3072 Len=1"
"54821","2016-10-08 00:14:26.842768","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14276 Ack=13732 Win=3072 Len=1"
"54917","2016-10-08 00:14:37.045682","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14276 Ack=13732 Win=3072 Len=1"
"54964","2016-10-08 00:14:42.269232","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"54977","2016-10-08 00:14:44.945910","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"54980","2016-10-08 00:14:45.163275","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14346 Ack=13801 Win=3072 Len=0"
"55113","2016-10-08 00:14:55.149685","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14345 Ack=13801 Win=3072 Len=1"
"55172","2016-10-08 00:15:05.352612","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14345 Ack=13801 Win=3072 Len=1"
"55227","2016-10-08 00:15:15.555970","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14345 Ack=13801 Win=3072 Len=1"
"55250","2016-10-08 00:15:20.779238","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"55268","2016-10-08 00:15:25.758915","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14345 Ack=13801 Win=3072 Len=1"
"55283","2016-10-08 00:15:30.056051","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"55286","2016-10-08 00:15:30.273806","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14415 Ack=13870 Win=3072 Len=0"
"55336","2016-10-08 00:15:40.260294","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14414 Ack=13870 Win=3072 Len=1"
"55406","2016-10-08 00:15:50.463082","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14414 Ack=13870 Win=3072 Len=1"
"55432","2016-10-08 00:15:55.679230","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"55449","2016-10-08 00:16:00.666007","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14414 Ack=13870 Win=3072 Len=1"
"55483","2016-10-08 00:16:08.832291","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"55486","2016-10-08 00:16:09.050115","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14484 Ack=13939 Win=3072 Len=0"
"55533","2016-10-08 00:16:19.036598","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14483 Ack=13939 Win=3072 Len=1"
"55577","2016-10-08 00:16:29.239215","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14483 Ack=13939 Win=3072 Len=1"
"55608","2016-10-08 00:16:34.459220","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"55635","2016-10-08 00:16:39.441859","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14483 Ack=13939 Win=3072 Len=1"
"55675","2016-10-08 00:16:49.644451","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14483 Ack=13939 Win=3072 Len=1"
"55729","2016-10-08 00:16:59.847205","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14483 Ack=13939 Win=3072 Len=1"
"55796","2016-10-08 00:17:04.949615","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"55798","2016-10-08 00:17:04.949671","192.168.1.196","192.168.1.1","DNS","72","Standard query 0x0840 A pool.ntp.org"
"55800","2016-10-08 00:17:04.954234","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"55802","2016-10-08 00:17:04.954385","192.168.1.196","103.38.121.36","NTP","90","NTP Version 3, client"
"55815","2016-10-08 00:17:07.754709","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"55819","2016-10-08 00:17:07.971937","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14553 Ack=14008 Win=3072 Len=0"
"55828","2016-10-08 00:17:09.969280","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"55861","2016-10-08 00:17:17.958442","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14552 Ack=14008 Win=3072 Len=1"
"55893","2016-10-08 00:17:28.161304","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14552 Ack=14008 Win=3072 Len=1"
"55937","2016-10-08 00:17:38.364050","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14552 Ack=14008 Win=3072 Len=1"
"56057","2016-10-08 00:17:43.589268","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"56111","2016-10-08 00:17:46.707635","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"56116","2016-10-08 00:17:46.933040","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14638 Ack=14077 Win=3072 Len=0"
"56158","2016-10-08 00:17:56.919624","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14637 Ack=14077 Win=3072 Len=1"
"56247","2016-10-08 00:18:07.122270","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14637 Ack=14077 Win=3072 Len=1"
"56304","2016-10-08 00:18:17.324788","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14637 Ack=14077 Win=3072 Len=1"
"56342","2016-10-08 00:18:22.549232","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"56373","2016-10-08 00:18:27.527494","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14637 Ack=14077 Win=3072 Len=1"
"56512","2016-10-08 00:18:37.730708","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14637 Ack=14077 Win=3072 Len=1"
"56518","2016-10-08 00:18:38.133340","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"56521","2016-10-08 00:18:38.351469","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14707 Ack=14146 Win=3072 Len=0"
"56575","2016-10-08 00:18:48.337904","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14706 Ack=14146 Win=3072 Len=1"
"56626","2016-10-08 00:18:58.540641","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14706 Ack=14146 Win=3072 Len=1"
"56682","2016-10-08 00:19:03.759253","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"56721","2016-10-08 00:19:08.743516","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14706 Ack=14146 Win=3072 Len=1"
"56788","2016-10-08 00:19:18.946545","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14706 Ack=14146 Win=3072 Len=1"
"57373","2016-10-08 00:19:29.149664","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14706 Ack=14146 Win=3072 Len=1"
"57439","2016-10-08 00:19:37.055507","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"57457","2016-10-08 00:19:37.272764","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14776 Ack=14215 Win=3072 Len=0"
"57498","2016-10-08 00:19:42.279288","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"57527","2016-10-08 00:19:47.259018","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14775 Ack=14215 Win=3072 Len=1"
"57556","2016-10-08 00:19:57.461887","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14775 Ack=14215 Win=3072 Len=1"
"57605","2016-10-08 00:20:07.664740","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14775 Ack=14215 Win=3072 Len=1"
"57655","2016-10-08 00:20:17.867639","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14775 Ack=14215 Win=3072 Len=1"
"57719","2016-10-08 00:20:23.089284","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"57787","2016-10-08 00:20:28.070499","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14775 Ack=14215 Win=3072 Len=1"
"57796","2016-10-08 00:20:30.968011","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"57801","2016-10-08 00:20:31.185902","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14845 Ack=14284 Win=3072 Len=0"
"57924","2016-10-08 00:20:41.172385","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14844 Ack=14284 Win=3072 Len=1"
"57999","2016-10-08 00:20:51.375216","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14844 Ack=14284 Win=3072 Len=1"
"58049","2016-10-08 00:21:01.578061","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14844 Ack=14284 Win=3072 Len=1"
"58087","2016-10-08 00:21:06.799231","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"58094","2016-10-08 00:21:07.443042","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"58098","2016-10-08 00:21:07.660780","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14914 Ack=14353 Win=3072 Len=0"
"58192","2016-10-08 00:21:17.647419","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14913 Ack=14353 Win=3072 Len=1"
"58227","2016-10-08 00:21:27.850227","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14913 Ack=14353 Win=3072 Len=1"
"58269","2016-10-08 00:21:38.053010","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14913 Ack=14353 Win=3072 Len=1"
"58321","2016-10-08 00:21:47.381754","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"58326","2016-10-08 00:21:47.600826","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=14999 Ack=14422 Win=3072 Len=0"
"58362","2016-10-08 00:21:52.599264","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"58386","2016-10-08 00:21:57.587031","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14998 Ack=14422 Win=3072 Len=1"
"58429","2016-10-08 00:22:07.789528","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14998 Ack=14422 Win=3072 Len=1"
"58478","2016-10-08 00:22:17.992186","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14998 Ack=14422 Win=3072 Len=1"
"58547","2016-10-08 00:22:28.194923","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14998 Ack=14422 Win=3072 Len=1"
"58563","2016-10-08 00:22:33.419270","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"58580","2016-10-08 00:22:38.397916","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=14998 Ack=14422 Win=3072 Len=1"
"58633","2016-10-08 00:22:46.303328","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"58646","2016-10-08 00:22:46.521103","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=15068 Ack=14491 Win=3072 Len=0"
"58692","2016-10-08 00:22:56.507797","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15067 Ack=14491 Win=3072 Len=1"
"58735","2016-10-08 00:23:06.710514","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15067 Ack=14491 Win=3072 Len=1"
"58754","2016-10-08 00:23:11.929270","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"58786","2016-10-08 00:23:16.913312","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15067 Ack=14491 Win=3072 Len=1"
"58946","2016-10-08 00:23:27.115890","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15067 Ack=14491 Win=3072 Len=1"
"59173","2016-10-08 00:23:36.752146","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"59176","2016-10-08 00:23:36.970681","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=15137 Ack=14560 Win=3072 Len=0"
"59266","2016-10-08 00:23:46.957164","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15136 Ack=14560 Win=3072 Len=1"
"59294","2016-10-08 00:23:52.179235","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"59320","2016-10-08 00:23:57.159758","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15136 Ack=14560 Win=3072 Len=1"
"59398","2016-10-08 00:24:07.362516","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15136 Ack=14560 Win=3072 Len=1"
"59464","2016-10-08 00:24:17.564918","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15136 Ack=14560 Win=3072 Len=1"
"59505","2016-10-08 00:24:27.767557","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15136 Ack=14560 Win=3072 Len=1"
"59555","2016-10-08 00:24:32.989273","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"59572","2016-10-08 00:24:35.673646","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"59575","2016-10-08 00:24:35.891015","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=15206 Ack=14629 Win=3072 Len=0"
"59611","2016-10-08 00:24:45.877535","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15205 Ack=14629 Win=3072 Len=1"
"59659","2016-10-08 00:24:56.080332","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15205 Ack=14629 Win=3072 Len=1"
"59714","2016-10-08 00:25:06.283063","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15205 Ack=14629 Win=3072 Len=1"
"59746","2016-10-08 00:25:11.499283","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"59773","2016-10-08 00:25:16.485689","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15205 Ack=14629 Win=3072 Len=1"
"59835","2016-10-08 00:25:26.688686","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15205 Ack=14629 Win=3072 Len=1"
"59846","2016-10-08 00:25:31.801112","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"59850","2016-10-08 00:25:32.020077","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=15275 Ack=14698 Win=3072 Len=0"
"59914","2016-10-08 00:25:42.006231","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15274 Ack=14698 Win=3072 Len=1"
"59939","2016-10-08 00:25:47.229233","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"59943","2016-10-08 00:25:48.063146","192.168.1.196","52.1.40.122","TLSv1.2","139","Application Data"
"59947","2016-10-08 00:25:48.281106","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=15360 Ack=14767 Win=3072 Len=0"
"59979","2016-10-08 00:25:58.267334","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15359 Ack=14767 Win=3072 Len=1"
"60197","2016-10-08 00:26:06.064644","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"60200","2016-10-08 00:26:06.302915","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=15429 Ack=14836 Win=3072 Len=0"
"60259","2016-10-08 00:26:16.289223","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15428 Ack=14836 Win=3072 Len=1"
"60279","2016-10-08 00:26:21.509251","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"60299","2016-10-08 00:26:26.492006","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15428 Ack=14836 Win=3072 Len=1"
"60336","2016-10-08 00:26:36.694841","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15428 Ack=14836 Win=3072 Len=1"
"60405","2016-10-08 00:26:46.897547","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15428 Ack=14836 Win=3072 Len=1"
"60461","2016-10-08 00:26:57.100496","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15428 Ack=14836 Win=3072 Len=1"
"60483","2016-10-08 00:27:02.319268","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"60498","2016-10-08 00:27:04.353800","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"60500","2016-10-08 00:27:04.353857","192.168.1.196","192.168.1.1","DNS","72","Standard query 0x0841 A pool.ntp.org"
"60502","2016-10-08 00:27:04.354500","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"60504","2016-10-08 00:27:04.354652","192.168.1.196","193.227.197.2","NTP","90","NTP Version 3, client"
"60509","2016-10-08 00:27:04.985948","192.168.1.196","52.1.40.122","TLSv1.2","123","Application Data"
"60512","2016-10-08 00:27:05.203246","192.168.1.196","52.1.40.122","TCP","60","2179  >  443 [ACK] Seq=15498 Ack=14905 Win=3072 Len=0"
"60554","2016-10-08 00:27:15.189653","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15497 Ack=14905 Win=3072 Len=1"
"60591","2016-10-08 00:27:25.392322","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15497 Ack=14905 Win=3072 Len=1"
"60646","2016-10-08 00:27:35.595006","192.168.1.196","52.1.40.122","TCP","60","[TCP Keep-Alive] 2179  >  443 [ACK] Seq=15497 Ack=14905 Win=3072 Len=1"
